transaction_id,date_id,product_id,customer_id,region_id,salesperson_id,quantity,gross_sales,discount_pct,net_sales,cost,profit
721,23,20,83,4,9,43,5590,15.0,4751.5,3406.9459423763637,1344.5540576236363
722,487,12,104,3,14,12,540,,540.0,385.1581694563645,154.84183054363552
723,304,4,132,1,5,20,2200,,2200.0,1677.2176717792652,522.7823282207348
724,509,5,118,4,13,1,65,10.0,58.5,44.842603341855785,13.657396658144215
725,92,20,20,3,6,11,1430,0.0,1430.0,1199.2371856278958,230.76281437210423
726,4,15,108,2,7,18,810,0.0,810.0,654.0186300672315,155.98136993276853
727,206,2,44,1,10,23,920,15.0,782.0,518.5174183170649,263.4825816829351
728,586,17,66,5,15,32,3840,5.0,3648.0,2439.631465730108,1208.3685342698918
729,527,14,42,3,15,5,175,5.0,166.25,103.11652466706973,63.133475332930274
730,590,13,80,1,10,47,8460,5.0,8037.0,6978.594215845172,1058.4057841548283
731,457,8,136,4,9,42,2100,5.0,1995.0,1606.8044756236577,388.1955243763423
732,487,10,47,4,6,23,1380,10.0,1242.0,1011.822915076187,230.17708492381303
733,469,3,140,1,4,58,3190,10.0,2871.0,2508.0080727863747,362.99192721362533
734,159,4,126,3,4,14,1540,10.0,1386.0,1037.1115093620172,348.88849063798284
735,616,4,9,4,3,32,3520,10.0,3168.0,2106.9077616325967,1061.0922383674033
736,277,17,94,4,7,48,5760,0.0,5760.0,4846.741100184156,913.2588998158444
737,233,7,85,4,9,54,4050,0.0,4050.0,3039.1174191838254,1010.8825808161746
738,337,16,56,2,9,15,1350,,1350.0,997.6010380883856,352.3989619116144
739,346,20,20,2,7,30,3900,0.0,3900.0,2803.120445435989,1096.879554564011
740,196,18,99,5,5,25,2375,15.0,2018.75,1339.084168846133,679.665831153867
741,470,14,15,3,7,51,1785,0.0,1785.0,1447.914466696004,337.08553330399604
742,134,18,34,5,2,48,4560,0.0,4560.0,3561.240079012196,998.759920987804
743,184,15,92,4,1,28,1260,10.0,1134.0,838.0742149279101,295.92578507208987
744,226,11,34,3,7,37,2146,10.0,1931.4,1355.4896899775142,575.9103100224859
745,137,13,85,3,10,51,9180,5.0,8721.0,7041.712120088898,1679.2878799111022
746,222,7,45,4,9,37,2775,10.0,2497.5,1664.5835442932007,832.9164557067993
747,240,20,79,4,15,43,5590,5.0,5310.5,3527.1876303543045,1783.3123696456955
748,495,19,119,1,9,13,1820,15.0,1547.0,1245.9958560165444,301.0041439834556
749,305,4,119,2,1,13,1430,0.0,1430.0,1059.1057329808605,370.89426701913953
750,40,15,101,1,3,19,855,5.0,812.25,542.1403391754757,270.1096608245243
751,236,7,12,3,9,50,3750,0.0,3750.0,3006.19826494559,743.8017350544101
752,305,5,140,5,6,44,2860,10.0,2574.0,1603.7695938443917,970.2304061556083
753,103,12,88,2,1,14,630,,630.0,459.3330203003065,170.6669796996935
754,542,1,94,1,6,18,720,0.0,720.0,607.2465443195887,112.75345568041132
755,226,7,56,5,6,47,3525,,3525.0,2974.2923565483215,550.7076434516785
756,525,8,7,1,2,14,700,10.0,630.0,523.3966405530847,106.6033594469153
757,570,12,85,5,9,5,225,15.0,191.25,148.6845301990479,42.56546980095209
758,681,10,4,3,15,32,1920,10.0,1728.0,1171.7355734579983,556.2644265420017
759,633,3,116,2,4,40,2200,,2200.0,1556.4508449618984,643.5491550381016
760,66,1,121,5,13,38,1520,5.0,1444.0,1168.5217934102654,275.47820658973455
761,598,2,46,1,2,54,2160,5.0,2052.0,1402.6340129164325,649.3659870835675
762,220,15,107,4,8,57,2565,0.0,2565.0,1643.2909299360742,921.7090700639258
763,42,2,21,2,8,23,920,0.0,920.0,750.8975698040474,169.1024301959526
764,221,9,12,3,2,2,110,0.0,110.0,70.32222119253886,39.67777880746114
765,610,2,104,4,3,13,520,0.0,520.0,412.2729683407534,107.72703165924662
766,386,1,8,3,4,13,520,15.0,442.0,309.7109243155377,132.28907568446232
767,269,3,84,5,7,20,1100,0.0,1100.0,900.2065779382976,199.79342206170236
768,135,8,42,3,7,42,2100,10.0,1890.0,1246.7537941123242,643.2462058876758
769,356,12,37,4,2,21,945,5.0,897.75,602.3520263515491,295.39797364845094
770,124,9,7,2,3,32,1760,15.0,1496.0,1009.6471751650411,486.35282483495894
771,395,5,5,1,13,11,715,0.0,715.0,491.09185703862,223.90814296138
772,567,20,44,5,4,32,4160,,4160.0,3259.6230698067575,900.3769301932425
773,154,13,84,1,2,23,4140,,4140.0,3602.250294045547,537.749705954453
774,468,18,1,3,3,20,1900,10.0,1710.0,1222.6593386624586,487.3406613375414
775,727,7,60,3,9,19,1425,0.0,1425.0,1028.9952219962856,396.00477800371436
776,210,9,108,4,9,13,715,10.0,643.5,482.0644033266083,161.43559667339167
777,49,5,1,3,14,34,2210,5.0,2099.5,1499.1931001398316,600.3068998601684
778,679,19,97,4,9,36,5040,0.0,5040.0,3807.9193660245764,1232.0806339754236
779,183,16,68,4,14,15,1350,15.0,1147.5,766.1061830708578,381.3938169291422
780,222,10,28,1,10,34,2040,5.0,1938.0,1318.9112294217964,619.0887705782036
781,380,4,75,2,6,46,5060,10.0,4554.0,3245.718142608139,1308.2818573918612
782,609,11,113,1,13,40,2320,5.0,2204.0,1667.858669847053,536.1413301529469
783,583,5,15,1,10,58,3770,5.0,3581.5,3030.689926237322,550.8100737626778
784,125,14,150,3,9,42,1470,5.0,1396.5,1184.1937356480535,212.30626435194654
785,209,15,30,2,3,5,225,0.0,225.0,189.61941158494187,35.38058841505813
786,185,19,90,5,13,8,1120,15.0,952.0,734.6200352471556,217.37996475284444
787,334,5,143,2,1,13,845,0.0,845.0,552.0624186320008,292.9375813679992
788,514,18,131,1,12,44,4180,,4180.0,3113.7797559210753,1066.2202440789247
789,31,13,57,5,10,45,8100,10.0,7290.0,5810.013183824396,1479.986816175604
790,210,9,91,2,15,11,605,0.0,605.0,446.2266659859361,158.7733340140639
791,60,11,133,1,8,18,1044,10.0,939.6,636.0309379705313,303.5690620294687
792,628,4,99,2,10,47,5170,5.0,4911.5,3219.5591714245156,1691.9408285754844
793,449,14,67,2,8,7,245,0.0,245.0,154.19997170991778,90.80002829008222
794,84,10,109,3,6,43,2580,5.0,2451.0,1892.1421363547774,558.8578636452226
795,619,19,78,1,4,22,3080,0.0,3080.0,2210.4826934741322,869.5173065258678
796,669,2,130,4,10,44,1760,0.0,1760.0,1472.2897426403672,287.7102573596328
797,262,3,27,1,4,17,935,,935.0,750.5986360186217,184.40136398137827
798,149,1,55,3,12,17,680,5.0,646.0,500.3812593426669,145.6187406573331
799,41,17,89,1,14,25,3000,10.0,2700.0,2133.472832183146,566.5271678168542
800,558,6,145,2,8,49,3430,5.0,3258.5,2541.5902093753066,716.9097906246934
801,336,2,136,1,5,30,1200,0.0,1200.0,845.1574585378937,354.8425414621063
802,54,4,110,4,11,2,220,15.0,187.0,151.85918780201283,35.140812197987174
803,82,11,42,4,2,34,1972,5.0,1873.3999999999999,1473.3711548283693,400.02884517163056
804,290,12,64,2,10,30,1350,,1350.0,1055.0979188564102,294.90208114358984
805,634,19,125,2,3,2,280,0.0,280.0,231.5789465689309,48.42105343106911
806,551,3,142,3,3,27,1485,5.0,1410.75,1131.0479577895458,279.70204221045424
807,257,19,88,2,1,10,1400,0.0,1400.0,1194.7676978337893,205.23230216621073
808,477,11,38,5,9,38,2204,,2204.0,1511.201192695032,692.798807304968
809,137,10,52,3,5,52,3120,0.0,3120.0,2663.7584981630475,456.24150183695247
810,126,18,148,4,10,50,4750,0.0,4750.0,2990.0367972531303,1759.9632027468697
811,391,2,50,2,8,36,1440,,1440.0,1033.986430844982,406.0135691550181
812,369,6,2,3,9,13,910,10.0,819.0,675.1179627181659,143.88203728183407
813,605,13,62,3,11,36,6480,10.0,5832.0,4126.848797638325,1705.1512023616751
814,210,9,144,1,15,31,1705,0.0,1705.0,1383.644892691183,321.35510730881697
815,226,9,5,5,2,59,3245,,3245.0,2364.4203640239903,880.5796359760097
816,648,4,59,2,4,51,5610,,5610.0,4263.019724110066,1346.980275889934
817,133,8,46,1,13,27,1350,10.0,1215.0,787.8942548486369,427.10574515136307
818,582,7,20,3,14,18,1350,0.0,1350.0,1101.337208527303,248.6627914726971
819,317,11,150,4,6,46,2668,10.0,2401.2000000000003,2109.9065508126077,291.2934491873925
820,560,1,89,3,6,9,360,0.0,360.0,226.01712002799502,133.98287997200498
821,319,8,130,2,11,10,500,15.0,425.0,265.6528246157387,159.34717538426128
822,543,4,111,2,9,15,1650,15.0,1402.5,937.2740514794854,465.22594852051463
823,306,11,99,4,4,11,638,5.0,606.1,483.85463435208385,122.24536564791617
824,478,3,121,1,10,10,550,0.0,550.0,363.8913005107444,186.10869948925563
825,512,2,80,3,10,8,320,0.0,320.0,231.85771934854887,88.14228065145113
826,383,15,102,1,5,45,2025,0.0,2025.0,1581.698075087327,443.30192491267303
827,473,14,53,2,4,21,735,0.0,735.0,579.3695260379267,155.63047396207332
828,62,3,59,4,2,20,1100,10.0,990.0,835.6677688802391,154.33223111976088
829,513,20,18,5,13,43,5590,0.0,5590.0,3491.2665919089422,2098.7334080910578
830,552,8,87,2,5,23,1150,10.0,1035.0,870.4837659601076,164.51623403989242
831,337,12,101,5,15,50,2250,15.0,1912.5,1315.6662416850797,596.8337583149203
832,569,1,142,3,11,24,960,5.0,912.0,691.508942852491,220.49105714750897
833,333,8,15,4,9,13,650,,650.0,558.715975999591,91.28402400040898
834,68,3,68,3,12,26,1430,0.0,1430.0,903.185788688205,526.814211311795
835,85,8,48,3,9,43,2150,0.0,2150.0,1487.7416101881379,662.2583898118621
836,133,17,9,3,10,48,5760,10.0,5184.0,4337.110020857201,846.8899791427993
837,519,19,37,5,9,4,560,5.0,532.0,455.7247905676709,76.27520943232912
838,678,12,62,4,1,47,2115,0.0,2115.0,1730.772004478705,384.22799552129504
839,647,1,13,5,4,57,2280,0.0,2280.0,1824.4724720169104,455.5275279830896
840,392,6,56,4,10,35,2450,5.0,2327.5,1730.9632447133724,596.5367552866276
841,7,4,105,4,8,46,5060,,5060.0,3936.4624064706177,1123.5375935293823
842,53,19,55,1,1,44,6160,0.0,6160.0,4284.480930591889,1875.5190694081111
843,418,2,93,4,9,43,1720,10.0,1548.0,998.4090665533671,549.5909334466329
844,687,14,47,4,6,52,1820,5.0,1729.0,1413.6877357649134,315.31226423508656
845,281,4,6,5,8,57,6270,10.0,5643.0,4698.629621080317,944.3703789196834
846,511,19,24,2,9,12,1680,0.0,1680.0,1083.485855163964,596.5141448360359
847,49,7,138,5,10,46,3450,15.0,2932.5,2197.6876276055145,734.8123723944855
848,123,14,16,4,3,40,1400,,1400.0,1055.8237301467275,344.1762698532725
849,510,9,29,3,7,2,110,10.0,99.0,85.73988757998717,13.260112420012831
850,656,8,59,5,4,34,1700,,1700.0,1414.6961563657803,285.3038436342197
851,622,19,97,5,1,42,5880,10.0,5292.0,3539.3128705733902,1752.6871294266098
852,236,15,95,2,15,28,1260,10.0,1134.0,939.0913701189099,194.90862988109006
853,592,12,112,3,5,13,585,10.0,526.5,444.8772153453021,81.62278465469791
854,246,20,67,2,2,1,130,5.0,123.5,99.83406640227771,23.665933597722287
855,322,12,94,2,14,18,810,0.0,810.0,531.524722352954,278.475277647046
856,482,12,75,1,2,50,2250,10.0,2025.0,1514.6795456650095,510.3204543349905
857,506,8,89,4,15,10,500,,500.0,327.3772309127922,172.6227690872078
858,158,9,28,4,15,37,2035,5.0,1933.25,1628.8131768019864,304.4368231980136
859,284,6,20,3,15,10,700,0.0,700.0,434.27830788426724,265.72169211573276
860,303,8,11,4,12,8,400,,400.0,327.33942498675225,72.66057501324775
861,693,1,39,4,5,27,1080,0.0,1080.0,935.7965400499036,144.20345995009643
862,463,3,112,2,3,1,55,10.0,49.5,39.28989096991772,10.210109030082279
863,132,16,120,1,13,52,4680,0.0,4680.0,3376.139477116247,1303.8605228837532
864,156,6,55,4,10,56,3920,10.0,3528.0,2715.9919425591975,812.0080574408025
865,657,6,83,3,11,11,770,10.0,693.0,534.9500288112656,158.0499711887344
866,247,2,45,2,14,6,240,0.0,240.0,174.88939091043935,65.11060908956065
867,188,11,87,3,3,35,2030,5.0,1928.5,1440.8160474948577,487.6839525051423
868,81,16,134,1,8,43,3870,0.0,3870.0,3019.8345311721555,850.1654688278445
869,328,15,60,3,8,40,1800,,1800.0,1288.9143345756368,511.08566542436324
870,241,16,15,2,13,35,3150,5.0,2992.5,1905.417532912929,1087.082467087071
871,78,2,17,3,12,44,1760,10.0,1584.0,1130.2976367850288,453.70236321497123
872,251,5,56,2,12,16,1040,5.0,988.0,780.7256378461211,207.27436215387888
873,531,13,73,3,12,47,8460,15.0,7191.0,5091.17584071084,2099.82415928916
874,266,9,54,1,8,56,3080,0.0,3080.0,2313.063811799998,766.9361882000021
875,127,10,147,1,2,24,1440,,1440.0,1116.3105701861448,323.6894298138552
876,266,3,140,1,5,7,385,10.0,346.5,236.14284881716597,110.35715118283403
877,643,12,9,4,10,6,270,10.0,243.0,154.8284147035427,88.1715852964573
878,581,7,137,5,12,43,3225,10.0,2902.5,2316.0329285817415,586.4670714182585
879,259,19,22,4,9,11,1540,5.0,1463.0,1280.4353455825005,182.56465441749947
880,479,8,99,4,7,57,2850,10.0,2565.0,1785.0433940312644,779.9566059687356
881,323,5,4,2,8,31,2015,10.0,1813.5,1166.0644843879977,647.4355156120023
882,707,5,25,2,10,44,2860,15.0,2431.0,1752.5961110135013,678.4038889864987
883,153,12,112,3,5,46,2070,0.0,2070.0,1661.5883277957864,408.4116722042136
884,254,12,85,5,6,16,720,5.0,684.0,576.6958666373309,107.30413336266906
885,217,10,91,3,9,25,1500,10.0,1350.0,894.5118594585366,455.4881405414634
886,687,12,45,2,10,34,1530,5.0,1453.5,923.6092752082928,529.8907247917072
887,693,13,99,5,9,50,9000,0.0,9000.0,6364.600233131676,2635.399766868324
888,123,8,98,3,9,52,2600,5.0,2470.0,1941.6309544359826,528.3690455640174
889,715,16,48,3,15,43,3870,10.0,3483.0,2216.704022370266,1266.295977629734
890,474,2,94,3,1,29,1160,5.0,1102.0,797.5383740756703,304.4616259243297
891,200,12,34,4,6,51,2295,5.0,2180.25,1451.6295500912872,728.6204499087128
892,408,19,74,1,15,3,420,,420.0,360.0217323367507,59.97826766324931
893,532,11,25,3,2,37,2146,0.0,2146.0,1465.0319339146788,680.9680660853212
894,127,2,145,2,3,18,720,5.0,684.0,490.50284633280853,193.49715366719147
895,643,9,8,2,3,47,2585,5.0,2455.75,1628.0239756083274,827.7260243916726
896,202,11,64,4,3,53,3074,15.0,2612.9,1698.222818606226,914.6771813937742
897,294,1,16,2,15,6,240,10.0,216.0,174.07266557530284,41.927334424697165
898,726,19,2,5,7,14,1960,,1960.0,1401.8221262207137,558.1778737792863
899,182,15,32,3,9,36,1620,0.0,1620.0,1174.6697627680728,445.3302372319272
900,176,4,10,2,6,48,5280,15.0,4488.0,3363.716609944201,1124.283390055799
901,649,15,97,2,6,18,810,10.0,729.0,600.898045312954,128.10195468704603
902,672,12,6,5,6,4,180,15.0,153.0,102.69864193931004,50.301358060689964
903,284,18,120,1,3,25,2375,0.0,2375.0,1574.3483807024115,800.6516192975885
904,323,13,54,3,14,33,5940,0.0,5940.0,3855.009159185218,2084.990840814782
905,598,17,77,3,7,24,2880,0.0,2880.0,2011.5025696355717,868.4974303644283
906,729,11,89,1,6,50,2900,,2900.0,2451.0950171589207,448.90498284107935
907,68,11,42,5,7,41,2378,10.0,2140.2000000000003,1626.5185763298257,513.6814236701746
908,567,4,54,3,6,35,3850,5.0,3657.5,2505.814699961129,1151.685300038871
909,23,10,78,1,2,12,720,15.0,612.0,508.3841014963013,103.6158985036987
910,298,19,54,1,11,49,6860,10.0,6174.0,4639.844522015044,1534.1554779849557
911,676,14,23,1,8,16,560,0.0,560.0,472.61265735920375,87.38734264079625
912,410,17,130,1,4,50,6000,5.0,5700.0,3806.5623204882495,1893.4376795117505
913,535,8,16,1,13,5,250,0.0,250.0,179.888617774418,70.11138222558199
914,504,4,20,5,2,2,220,,220.0,176.37424285719825,43.625757142801746
915,327,5,81,2,4,41,2665,0.0,2665.0,2026.4747238166349,638.5252761833651
916,172,9,23,2,10,39,2145,0.0,2145.0,1741.3774992004167,403.62250079958335
917,174,10,105,1,15,32,1920,,1920.0,1192.965150013431,727.034849986569
918,171,15,134,2,11,39,1755,,1755.0,1258.4375000562043,496.56249994379573
919,261,14,30,1,13,49,1715,5.0,1629.25,1253.0512027428376,376.19879725716237
920,251,13,101,4,9,10,1800,15.0,1530.0,1255.8013790430439,274.1986209569561
921,593,4,9,3,10,23,2530,15.0,2150.5,1428.2213193586824,722.2786806413176
922,643,4,124,1,3,30,3300,,3300.0,2576.719873003633,723.280126996367
923,582,17,40,3,12,8,960,,960.0,826.9657309907412,133.03426900925876
924,176,13,13,1,5,35,6300,10.0,5670.0,3647.6304938856892,2022.3695061143108
925,56,18,41,4,7,2,190,10.0,171.0,129.11308476424267,41.88691523575733
926,94,5,53,1,3,46,2990,0.0,2990.0,1921.6413937061184,1068.3586062938816
927,384,4,11,5,3,37,4070,0.0,4070.0,3500.629707041543,569.370292958457
928,665,17,31,2,2,51,6120,10.0,5508.0,4743.2546276477815,764.7453723522185
929,725,18,14,3,11,30,2850,,2850.0,1888.8823054457807,961.1176945542193
930,305,13,116,2,5,16,2880,0.0,2880.0,1987.81060461717,892.1893953828301
931,339,8,101,3,7,55,2750,10.0,2475.0,1642.0757944394468,832.9242055605532
932,335,15,97,5,15,36,1620,15.0,1377.0,956.9395529763773,420.0604470236227
933,574,20,101,2,8,9,1170,10.0,1053.0,839.8608833209807,213.13911667901925
934,124,19,20,3,14,47,6580,0.0,6580.0,5403.357651667534,1176.642348332466
935,601,15,73,4,2,42,1890,10.0,1701.0,1305.0738757839342,395.9261242160658
936,582,13,76,4,3,33,5940,5.0,5643.0,4319.255714515094,1323.744285484906
937,618,5,104,1,7,24,1560,10.0,1404.0,1155.1682117771418,248.83178822285822
938,69,13,71,5,6,7,1260,,1260.0,838.0383697915006,421.9616302084994
939,149,1,5,2,1,39,1560,0.0,1560.0,1078.993684857762,481.006315142238
940,704,16,84,1,14,55,4950,5.0,4702.5,3742.7660408370652,959.7339591629348
941,160,2,136,2,6,8,320,10.0,288.0,209.58630274023557,78.41369725976443
942,433,8,141,3,8,53,2650,5.0,2517.5,1670.0866644743944,847.4133355256056
943,365,11,129,5,14,44,2552,0.0,2552.0,1938.6737129882868,613.3262870117132
944,239,17,24,2,1,12,1440,15.0,1224.0,847.205285283276,376.794714716724
945,33,2,49,5,13,51,2040,5.0,1938.0,1501.6136782497042,436.3863217502958
946,606,9,97,3,2,18,990,10.0,891.0,563.9254262414119,327.07457375858814
947,715,6,37,3,2,39,2730,10.0,2457.0,2124.7539267524235,332.24607324757653
948,499,8,13,4,8,21,1050,15.0,892.5,689.2629331003585,203.2370668996415
949,632,13,74,2,13,36,6480,15.0,5508.0,4074.2284701631947,1433.7715298368053
950,664,14,11,1,14,33,1155,15.0,981.75,769.3856751193497,212.36432488065032
951,338,19,87,5,6,48,6720,0.0,6720.0,4290.503065844328,2429.4969341556716
952,86,4,23,3,1,59,6490,10.0,5841.0,3837.3042381906794,2003.6957618093206
953,167,5,100,1,9,29,1885,0.0,1885.0,1484.9284746299686,400.0715253700314
954,265,8,99,3,3,15,750,0.0,750.0,614.770316586649,135.22968341335104
955,523,5,55,3,11,34,2210,15.0,1878.5,1178.3253653594786,700.1746346405214
956,388,2,99,1,6,55,2200,,2200.0,1797.1067383153359,402.89326168466414
957,543,12,76,1,14,19,855,15.0,726.75,529.4420606646333,197.30793933536665
958,56,15,144,4,1,56,2520,10.0,2268.0,1894.9756241641376,373.02437583586243
959,323,8,90,4,13,43,2150,,2150.0,1449.8540198999663,700.1459801000337
960,129,18,62,2,8,1,95,5.0,90.25,78.9730769439313,11.276923056068696
961,306,9,108,5,15,55,3025,0.0,3025.0,2422.847956481428,602.1520435185721
962,678,10,80,4,2,42,2520,0.0,2520.0,2166.6637177411544,353.3362822588456
963,613,18,119,2,3,48,4560,10.0,4104.0,2851.3787422433147,1252.6212577566853
964,726,14,121,3,3,37,1295,0.0,1295.0,912.0669802576288,382.93301974237124
965,162,14,25,5,11,41,1435,,1435.0,1240.9067085373822,194.0932914626178
966,600,5,118,3,5,54,3510,0.0,3510.0,2671.1464118006716,838.8535881993284
967,617,13,1,1,9,27,4860,10.0,4374.0,3398.708294711472,975.2917052885282
968,259,8,149,3,6,48,2400,5.0,2280.0,1978.0351913383852,301.9648086616148
969,283,3,50,1,11,38,2090,5.0,1985.5,1561.2212583137996,424.2787416862004
970,262,7,119,4,11,41,3075,15.0,2613.75,2034.587455521488,579.162544478512
971,140,5,66,4,2,13,845,5.0,802.75,651.5786641798961,151.17133582010388
972,62,4,104,5,15,35,3850,0.0,3850.0,2717.7902367027764,1132.2097632972236
973,48,19,145,4,11,23,3220,0.0,3220.0,2029.996832114377,1190.003167885623
974,551,11,135,1,11,17,986,10.0,887.4,690.2356945034061,197.1643054965939
975,98,9,31,3,4,58,3190,0.0,3190.0,1981.9027613184066,1208.0972386815934
976,687,18,88,1,11,26,2470,5.0,2346.5,2035.323773423758,311.176226576242
977,533,11,134,3,3,17,986,0.0,986.0,827.0768957152667,158.9231042847333
978,388,11,60,4,10,16,928,,928.0,741.9764382033885,186.0235617966115
979,697,5,8,3,15,48,3120,10.0,2808.0,2145.0202981113484,662.9797018886516
980,581,13,140,3,12,55,9900,0.0,9900.0,8423.578886610907,1476.421113389093
981,574,18,45,5,10,36,3420,10.0,3078.0,2146.2116057945964,931.7883942054036
982,664,10,137,5,14,36,2160,5.0,2052.0,1348.5499323286708,703.4500676713292
983,720,9,84,2,11,7,385,0.0,385.0,275.36445410004944,109.63554589995056
984,177,10,43,3,8,31,1860,0.0,1860.0,1163.7631817202794,696.2368182797206
985,94,1,142,4,1,15,600,,600.0,524.6303203395246,75.36967966047541
986,677,7,90,1,9,20,1500,0.0,1500.0,1265.00005909827,234.99994090173004
987,648,20,121,5,13,52,6760,15.0,5746.0,4019.633244491101,1726.3667555088991
988,48,10,132,2,13,32,1920,15.0,1632.0,1323.5272457615906,308.4727542384094
989,487,8,101,3,11,7,350,15.0,297.5,255.26764351214672,42.23235648785328
990,622,11,101,5,8,52,3016,0.0,3016.0,2441.07352985331,574.92647014669
991,492,7,116,5,9,39,2925,0.0,2925.0,2233.992170406457,691.0078295935432
992,127,20,105,1,1,27,3510,10.0,3159.0,2204.211977326694,954.7880226733059
993,582,18,126,2,14,25,2375,0.0,2375.0,1566.0592475994456,808.9407524005544
994,625,16,88,4,2,22,1980,,1980.0,1468.371413235081,511.62858676491896
995,729,18,56,3,3,52,4940,5.0,4693.0,3917.2919621601377,775.7080378398623
996,574,17,148,4,4,22,2640,0.0,2640.0,1908.3972617674096,731.6027382325904
997,286,4,84,2,3,18,1980,0.0,1980.0,1244.1647872962835,735.8352127037165
998,308,14,120,5,14,39,1365,5.0,1296.75,1107.1933085929707,189.55669140702935
999,243,7,25,1,12,25,1875,0.0,1875.0,1501.9289727526852,373.07102724731476
1000,171,19,3,3,15,29,4060,0.0,4060.0,3446.367806551478,613.6321934485218
1001,485,3,126,2,11,11,605,5.0,574.75,480.2482652621964,94.50173473780359
1002,370,13,109,2,9,56,10080,0.0,10080.0,7036.244363785762,3043.7556362142377
1003,511,3,67,4,11,20,1100,10.0,990.0,830.0718494442856,159.9281505557144
1004,183,8,44,2,6,42,2100,0.0,2100.0,1572.8799759279038,527.1200240720962
1005,602,2,8,2,7,58,2320,5.0,2204.0,1888.1187730699141,315.88122693008586
1006,121,2,65,3,15,15,600,10.0,540.0,345.04075771389233,194.95924228610767
1007,459,8,135,5,13,37,1850,,1850.0,1211.627082756851,638.372917243149
1008,23,7,137,1,14,14,1050,,1050.0,783.579042782979,266.42095721702105
1009,721,15,77,4,1,24,1080,0.0,1080.0,802.8214930761179,277.1785069238821
1010,465,2,128,4,13,45,1800,0.0,1800.0,1261.4557205911854,538.5442794088146
1011,589,9,146,5,2,21,1155,,1155.0,739.5329544378534,415.4670455621466
1012,452,7,120,1,1,1,75,5.0,71.25,48.22763447591806,23.02236552408194
1013,256,18,45,1,15,3,285,10.0,256.5,223.16230160187465,33.337698398125355
1014,307,2,74,2,9,16,640,5.0,608.0,410.5799076583611,197.4200923416389
1015,539,10,150,1,14,54,3240,10.0,2916.0,2297.0520947623827,618.9479052376173
1016,477,20,111,4,6,56,7280,10.0,6552.0,5135.056627793088,1416.9433722069116
1017,446,7,76,5,7,54,4050,10.0,3645.0,2821.2200468914975,823.7799531085025
1018,245,7,34,2,6,12,900,0.0,900.0,697.4299334950415,202.5700665049585
1019,678,16,115,4,10,50,4500,15.0,3825.0,2393.1624141637,1431.8375858363001
1020,474,5,81,2,5,50,3250,0.0,3250.0,2142.618470189226,1107.3815298107738
1021,484,18,68,2,5,3,285,15.0,242.25,206.91253289502808,35.33746710497192
1022,727,12,84,2,10,49,2205,0.0,2205.0,1688.2214321509055,516.7785678490945
1023,194,15,26,3,15,51,2295,10.0,2065.5,1547.3570501517634,518.1429498482366
1024,672,12,86,2,8,59,2655,10.0,2389.5,1495.7781983507869,893.7218016492131
1025,554,12,116,2,7,51,2295,10.0,2065.5,1519.1108561548301,546.3891438451699
1026,559,19,84,1,8,5,700,0.0,700.0,518.328531549637,181.67146845036302
1027,415,2,26,3,13,2,80,0.0,80.0,67.91416545736824,12.085834542631758
1028,253,3,90,5,13,30,1650,0.0,1650.0,1165.3860731093393,484.61392689066065
1029,261,8,132,2,12,47,2350,15.0,1997.5,1739.9786987586167,257.5213012413833
1030,177,13,113,2,9,22,3960,15.0,3366.0,2577.1515659322886,788.8484340677114
1031,92,12,114,5,9,21,945,0.0,945.0,692.2054862766811,252.79451372331891
1032,357,8,34,1,11,31,1550,0.0,1550.0,1260.6185221079713,289.38147789202867
1033,178,3,55,1,14,33,1815,,1815.0,1316.1292787986185,498.87072120138146
1034,219,7,128,3,13,2,150,5.0,142.5,123.72194850536057,18.778051494639428
1035,138,19,139,2,4,4,560,,560.0,379.1018921558804,180.89810784411958
1036,27,5,87,3,12,10,650,0.0,650.0,442.8427508609786,207.15724913902142
1037,363,12,69,4,10,46,2070,10.0,1863.0,1559.6212326195366,303.3787673804634
1038,404,5,58,3,2,50,3250,0.0,3250.0,2763.2540771151675,486.74592288483245
1039,69,6,64,5,10,13,910,,910.0,670.7425333337712,239.25746666622877
1040,349,8,88,5,14,41,2050,5.0,1947.5,1351.7543009177703,595.7456990822297
1041,623,1,22,4,13,43,1720,5.0,1634.0,1200.5749312357975,433.4250687642025
1042,537,11,111,2,12,57,3306,10.0,2975.4,2101.6440997931013,873.7559002068988
1043,286,11,25,1,12,24,1392,10.0,1252.8,1055.3358572750983,197.46414272490165
1044,2,12,67,4,1,31,1395,,1395.0,915.8975200702674,479.10247992973257
1045,443,1,90,5,12,46,1840,5.0,1748.0,1252.91405085785,495.08594914214996
1046,532,1,85,1,1,27,1080,10.0,972.0,604.2052172418225,367.79478275817746
1047,353,3,67,3,10,8,440,10.0,396.0,312.4094001002545,83.59059989974548
1048,498,6,42,4,2,25,1750,5.0,1662.5,1210.7297684931634,451.7702315068366
1049,83,5,138,5,13,9,585,5.0,555.75,474.08846817937064,81.66153182062936
1050,417,15,108,5,10,15,675,0.0,675.0,519.6730664556318,155.32693354436822
1051,89,6,88,4,8,11,770,15.0,654.5,486.15306511299525,168.34693488700475
1052,246,18,144,4,5,39,3705,10.0,3334.5,2897.944377589215,436.55562241078496
1053,484,9,135,3,12,22,1210,,1210.0,928.7192005248555,281.2807994751445
1054,697,10,24,4,12,5,300,5.0,285.0,196.97643855221222,88.02356144778778
